"content","cmp_code","eu_code"
"In dieser Entwicklung liegt für Südtirol eine große Chance, die staatliche  Grenze  zunehmend  zu  überwinden.","607",0
"Ein  Europa  der  regionen  ist  Grundlage  für die Zukunftsfähigkeit dieses großen Friedensprojektes.","108",0
"Zusammenarbeit über Grenzen hinweg",NA,0
"Durch den Wegfall der Grenzen und die Einführung des Euro sind die Tiroler  Landesteile näher zusammengewachsen.","108",0
"Die Brückenfunktion Südtirols bietet viele Möglichkeiten, die wir noch besser nutzen müssen.","108",0
"Gleichzeitig  ist Südtirol auch von europäischen und globalen Problemen betroffen, die nicht hausgemacht sind – und die wir nur gemeinsam mit anderen in Eu-ropa lösen können.","108",0
"Die enge Zusammenarbeit in der Europaregion Tirol-Südtirol-Trentino ist kulturell  und  Wirtschaftlich  eine  Bereicherung  für  Südtirol,  erhöht  den  Handlungsspielraum Südtirols und stärkt seine Lösungskompetenz.","108",0
"Südtirol – stark für Europa",NA,0
"Wir wollen Südtirol eine noch stärkere Position in Europa verleihen.","301",0
"Ziel ist  die Zuständigkeit zum Abschluss völkerrechtlicher Verträge in den eigenen  Kompetenzfeldern.","301",0
"Das würde die Eigenständigkeit Südtirols stärken und mehr Freiraum in der Zusammenarbeit mit unseren Nachbarländern er-möglichen.","301",0
"Südtirol hat in den vergangenen bald 100 Jahren hart für seinen Platz in Europa und für ein gleichberechtigtes Miteinander der drei Sprachgruppen  in diesem Land kämpfen müssen.","301",0
"Stolz auf das, was wir Südtirolerinnen und Südtiroler gemeinsam erreicht haben, lassen wir uns nicht von unserem Weg abbringen.","301",0
"Wir kämpfen weiter – damit aus dem Modell Süd-tirol-Autonomie  auch  ein  Vorbild für das neue Europa  der  regionen  wird.","301",0
"MITEINANDErDEBorIADA",NA,0
"… Südtirol miteinander gestalten  … realisé deboriada Südtirol",NA,0
"»La politica ne dess nia ester  le compit de püć, mo ara  se reverda dötes y düć!«",NA,0
"Miteinander ist ein zentraler Wert der SVP.","305",0
"Unter dem Edelweiß finden verschiedenste Interessen und Strömungen ihre gemeinsame politische Heimat.","305",0
"Was uns verbindet ist das Ziel der Freiheit Südtirols und der maximalen Eigenständigkeit unseres Landes als Voraussetzung für Sicherheit, Arbeit und ein faires Miteinander.","601",0
"Das kann nur gelingen, wenn wir weiter-hin für einen Ausgleich der Interessen sorgen und kleinere oder schwächere  Gruppierungen in unserer konkreten Politik genauso berücksichtigen wie die stärkeren.","607",0
"Wir orientieren uns dabei an unserem christlich-humanistischen Menschenbild.","603",0
"Gerechtigkeit ist das Maß, an dem Politik gemessen wird.","503",0
"Es ist unsere Aufgabe, die Rahmenbedingungen zu schaffen, die allen Südtirolerinnen und Südtirolern die gleichen Chancen bieten.","503",0
"I messun se impegné da tignì alt le valur dl bëgn dla comunité y ćiarè da abiné n balanz danter les categories y les generaziuns.",NA,0
"Eine neue Art der Politik",NA,0
"In  ganz  Europa  spüren  wir,  dass  viele  Menschen  das  Vertrauen  in  die  Politik  verloren haben.","202",0
"Unsere Antwort darauf ist, die Bürgerinnen und Bürger noch stärker mitzunehmen und zu informieren.","202",0
"Politisches Gestalten darf  nicht auf einige wenige beschränkt sein: Politik geht uns alle an!","202",0
"Es ist unsere Aufgabe, besonders junge Menschen durch mehr Dialog und den offenen Austausch von Meinungen für politische Zusammenhänge zu  begeistern.","202",0
"Wir wollen und fördern ein kritisches Auseinandersetzen mit den Problemen unserer Zeit, in unserer Partei wie in der Gesellschaft.","202",0
"Wir verstehen den Landtag als Plattform der Diskussion und ort der Entscheidungsfindung.","202",0
"Dabei nehmen wir gute Ideen – egal woher sie kommen – gerne auf.","202",0
"Wir begrüßen die Instrumente der Bürgerbeteiligung und der  direkten Demokratie als Ergänzung der parlamentarischen Willensbildung.","202",0
"Deutsche und ladinische Minderheit",NA,0
"Die erfolgreiche Minderheitenpolitik des 2. Autonomiestatuts und seiner Durchführungsbestimmungen hat sowohl die Identität als auch das  Selbstbewusstsein der deutschen und ladinischen Volksgruppe gestärkt.","301",0
"Die gemeinsame politische Vertretung in der SVP hat Autonomie und Entwicklung zum gemeinsamen Vorteil ermöglicht.","301",0
"Zusammenarbeit der Sprachgruppen",NA,0
"Das gleichberechtigte Miteinander der drei Sprachgruppen ist keine Selbst-verständlichkeit, sondern ein Erfolg, an dem wir hart gearbeitet haben und  an dem wir weiter arbeiten werden.","503",0
"Südtirols Autonomie hat der deutschen  und ladinischen Minderheit sprachlich und kulturell Sicherheit gebracht.","301",0
"Die gleiche und faire Behandlung aller Sprachgruppen – etwa bei Ämtern und Stellen der öffentlichen Verwaltung oder bei der Vergabe von Sozialleistungen – bleibt weiterhin Prinzip unserer Politik.","503",0
"Wir sind überzeugt, dass die Zukunft unseres Landes nur im Einvernehmen zwischen den drei  Sprachgruppen gestaltet werden kann.","503",0
"Denn Streit und Zwietracht dürfen  unsere Gesellschaft nicht spalten: Nur wenn wir geschlossen sind, haben wir eine starke Position im Staat und in Europa.","503",0
"»Unsere Entscheidungen auf Landesebene orientieren sich am Ausgleich der Interessen zwischen ArbeitnehmerInnen und ArbeitgeberInnen«",NA,0
"Sozialpartnerschaft und sektorenübergreifende  Zusammenarbeit",NA,0
"Knapper  werdende  Finanz- und  Haushaltsmittel  bedeuten  eine  besondere  Herausforderung für Politik, Gesellschaft und Wirtschaft.","701",0
"Eine Herausforderung, die wir nur miteinander angehen können: Die Sozialpartnerschaft  auf Augenhöhe und die Sicherung und der Ausbau qualifizierter Arbeitsplätze sind zentrale Bestandteile einer erfolgreichen Entwicklung unserer  klein- und mittelständischen Unternehmen.","701",0
"Unsere Entscheidungen auf  Landesebene orientieren sich am Ausgleich der Interessen zwischen Arbeitnehmerinnen und Arbeitnehmern sowie Arbeitgeberinnen und Arbeitgebern.","701",0
"Wir schaffen auch die Rahmenbedingungen, in denen die unterschied-lichen Sektoren – Gewerbe, Handel, Tourismus und Landwirtschaft – nicht  gegeneinander, sondern miteinander für ein wettbewerbsfähiges Südtirol  arbeiten.","701",0
"Alt und Jung",NA,0
"Die demografische Entwicklung stellt unsere Gesellschaft vor große Heraus-forderungen.","606",0
"Dass mehr Ältere immer weniger Jüngeren gegenüberstehen,  darf nicht zu einem Konflikt zwischen den Generationen führen.","606",0
"Die ältere  Generation hat für all das, was sie für unser Land geleistet hat, Wertschätzung  verdient.","606",0
"Die materielle Absicherung und gesundheitliche Versorgung dieser  Generation steht für uns außer Frage.","606",0
"Gleichzeitig müssen wir verantwortungsvoll mit der Zukunft der jüngeren Generation umgehen: in unserem  Einsatz für Bildung und Arbeitsplätze, im Umgang mit unseren Finanzen und  mit unseren natürlichen Ressourcen.","606",0
"Deshalb orientiert sich unsere Politik  nicht an kurzfristigem Applaus, sondern an den langfristig besten Rahmen-bedingungen für alle Südtirolerinnen und Südtiroler.","606",0
"Frauen und Männer",NA,0
"Unsere Gesellschaft hat sich in den vergangenen Jahrzehnten deutlich verändert.","0",0
"Dazu haben Bildung und die verstärkte Globalisierung beigetragen.","0",0
"Diesen Veränderungen muss auch die Politikrechnung tragen: Die Lebensplanung jeder und jedes Einzelnen soll sich an den individuellen Interessen  und Fähigkeiten orientieren können.","201",0
"Voraussetzungen dafür sind etwa  Maßnahmen zur besseren Vereinbarkeit von Familie und Beruf für Frauen  und für Männer sowie verstärkte Möglichkeiten zur Wahrnehmung von Eltern- und Pflegezeit.","503",0
"Beruflich und gesellschaftlich sind alle Hürden zu entfernen, die einem gleichberechtigten Zugang und Aufstieg im Wege stehen.","503",0
"Familie",NA,0
"Verändert hat sich auch „Familie“: Die Formen des Zusammenlebens sind  vielfältiger geworden.","604",0
"Nichtsdestotrotz ist und bleibt die Familie – in all  ihren Formen – der ort, an dem Miteinander und Solidarität gelebt  werden.","603",0
"Sie ist überall dort, wo mehrere Generationen füreinander  Verantwortung übernehmen.","606",0
"Seit jeher bilden Familien einen zentralen  Grundwert in der Politik der SVP.","606",0
"Wir bleiben diesem Prinzip treu und  entwickeln unsere Maßnahmen und Instrumente weiter: Für eine moderne Familienpolitik in Südtirol, die Erziehungs- und Pflegeleistungen  der Familien entsprechend anerkennt, die Betreuungsstrukturen für  Erziehung und  Pflege garantiert  und  die  Voraussetzungen  schafft,  dass  beide Elternteile durch flexible Arbeitsmodelle Zeit für die Erziehung der  Kinder und die Pflege von Älteren haben.","604",0
"Menschen mit unterschiedlichen Fähigkeiten",NA,0
"Eine Gesellschaft wird vor allem auch daran gemessen, wie sie mit ihren schwächeren Mitgliedern umgeht.","503",0
"Menschen, deren Chancen beeinträchtigt sind, brauchen nicht nur unsere Unterstützung, sondern auch unsere Wertschätzung und Achtung.","503",0
"Der Zugang zum Arbeitsmarkt und die Möglichkeit, am gesellschaftlichen Leben teilzuhaben, sind dabei wichtige Voraussetzungen, für die wir die Rahmenbedingungen verbessern müssen.","503",0
"Barrieren, ob architektonischer, struktureller oder sozialer Natur, sind  weiter abzubauen, Institutionen des Ehrenamts, die Familie und soziale Netze zu stärken.","503",0
"All diese Maßnahmen müssen dazu beitragen, die individuellen Fähigkeiten anzuerkennen und ein weitgehend selbstbestimmtes  Leben zu ermöglichen.","201",0
"»Unsere Haltung ist geprägt von den christlichen und humanistischen Grundwerten, von Eigenverantwortung und Toleranz«",NA,0
"Einheimische und Zuwanderer",NA,0
"Es gibt etwa 42.000 ansässige Ausländer in Südtirol.","0",0
"Die Auffassungen darüber, wie wir diesen neuen Mitgliedern unserer Gesellschaft gegenüber  treten, sind äußerst unterschiedlich.","0",0
"Unsere Haltung ist geprägt von den christlichen und humanistischen Grundwerten, von Eigenverantwortung und Toleranz: In der Überzeugung, dass jeder Mensch ein recht hat auf Würde und Solidarität treten wir entschieden gegen Fremdenhass ein.","607",0
"Wir  wehren uns aber auch gegen eine unkontrollierte Zuwanderung in Südtirol:  Wo Arbeitsplätze vorhanden sind und Arbeitskräfte benötigt werden, sind Kräfte aus dem Ausland willkommen.","410",0
"Es darf jedoch nicht sein, dass Menschen nur wegen unserer sozialen Leistungen nach Südtirol kommen.","605",0
"Deshalb halten wir an der Bestimmung fest, dass fünf Jahre Ansässigkeit Voraussetzung  für  finanzielle  Zusatzleistungen  des  Landes  sind.","605",0
"Wir  setzen  auf das Prinzip „fördern und fordern“: Wir investieren in Integrationsmaß-nahmen, insbesondere im Sprachbereich, und erwarten gleichzeitig die Bereitschaft zur Integration sowie den respekt vor Verfassung, rechtsstaat  und lokalen Sitten.","608",0
"»Jahr für Jahr leisten zahlreiche Südtirolerinnen und Südtirolertausende Stunden an freiwilliger Arbeit für unsere Gesellschaft.«",NA,0
"Solidarität und Ehrenamt",NA,0
"Jahr für Jahr leisten zahlreiche Südtirolerinnen und Südtiroler tausende Stunden an freiwilliger Arbeit für unsere Gesellschaft.","606",0
"Sie erbringen damit Leistungen, die für die öffentliche Verwaltung schlicht unbezahlbar wären,  aber ihr Engagement geht weit über den ökonomischen Nutzen hinaus.","606",0
"Indem sie Verantwortung für sich selbst, aber auch für andere übernehmen,  schaffen sie ein gutes Miteinander und damit Lebensqualität – für jede und  jeden Einzelnen von uns.","606",0
"Eine Gesellschaft, in der jede und jeder entsprechend ihrer und seiner Möglichkeiten zur gemeinsamen Lebensqualität beitragen kann, bleibt auch weiterhin unser Anliegen.","606",0
"Deshalb muss das Ehrenamt weiter gefördert und gestärkt und von Einschränkungen und Auflagen weitestgehend befreit werden.","606",0
"HEIMAT NoSC  DAćIASA",NA,0
"…Südtirol als lebens- und  liebenswerte Heimat erhalten … Mantignì Südtirol sciöche  n daćiasa por vire inant bun",NA,0
"Der Einsatz und die Tatkraft von vielen Frauen und Männern hat Südtirol  zu dem gemacht, was es heute ist: eine lebens- und liebenswerte Heimat.","601",0
"Heimat – das ist Nähe, das ist dort,  wo wir wohnen, arbeiten, wo Familie und Freunde sind.","601",0
"Deshalb ist Heimat nicht nur ein Ort, sondern auch ein Gefühl, schafft Identität und Vertrauen.","601",0
"Es ist der Ort, an dem  wir angenommen und in unserem Tun anerkannt sind.","601",0
"In Südtirol hat der Begriff eine zusätzliche, ganz besondere Bedeutung: Es ist uns gelungen,  unsere kulturelle Eigenständigkeit und Identität auch gegen Widerstände zu verteidigen und sie und die Heimat zu erhalten.","601",0
"Heimat Südtirol ist aber auch mit einer großen Verantwortung für die Zukunft verbunden.","601",0
"Es ist Aufgabe der Politik, Südtirol als lebenswerte  Heimat für alle Südtirolerinnen und Südtiroler zu gestalten.","601",0
"Ein funktionierendes Miteinander,  eine lebendige Kultur,  eine gut aufgestellte Wirtschaft, ein gerechtes Sozialsystem und eine intakte Umwelt sollen  jene Heimat bilden, die wir unseren nachkommenden Generationen übergeben.","601",0
"Nostes valades é n post olache i ne viun nia ma, mo che é inće adöm cun  nosc lingaz nosta identité. La detlaraziun dl 2011 à desmostrè che i sintiun sterch y viun chësta nosta particolarité de mendranza ladina.",NA,0
"Heimat – Gegenmodell zu Globalisierung",NA,0
"Die zunehmende Globalisierung und damit Anonymisierung führt zwangs-läufig zu Verunsicherung: Wo gehören wir hin, was ist unser Platz in dieser  Welt?","601",0
"Heimat bietet darauf eine Antwort: Familie und Freunde, das Vertrauen in das Umfeld, auch in gesunde und lokale Lebensmittel, die  Verwurzelung in Vereinen – all das sind Werte, die einem der technische Fortschritt, bei all seiner Wichtigkeit, nicht bieten kann.","601",0
"Nur diese kleinen Strukturen können den Menschen das wichtige Gefühl persönlicher Sicherheit und Geborgenheit geben.","601",0
"Das schafft Lebensqualität und macht uns stärker gegenüber unsicheren Entwicklungen in der Welt.","601",0
"Stadt und Land",NA,0
"Die 116 Südtiroler Gemeinden sind der unmittelbare Lebensraum der Süd-tirolerinnen und Südtiroler.","601",0
"Lebendige Dörfer brauchen Arbeitsplätze, Kinderbetreuungsangebote, Ausbildungsstätten und Pflegeeinrichtungen  genauso wie einen Wirtschaftsraum, der auch Nahversorgung ermöglicht,  gute Verkehrsanbindung, Kommunikations-Infrastruktur und attraktive  Freizeitmöglichkeiten.","601",0
"Deshalb war Südtirols Politik in den vergangenen  Jahrzehnten stets darum bemüht, gute Bedingungen auch für geografisch  entlegene und somit benachteiligte Gebiete zu schaffen.","601",0
"Wenn es um Dienste und Strukturen im ländlichen raum geht, dürfen viele Entscheidungen  nicht nach vordergründigen ökonomischen Aspekten getroffen werden: Den  jungen Südtirolerinnen und Südtirolern muss es möglich sein, in der eigenen  Heimatgemeinde bleiben zu können.","601",0
"Hier gilt es auch für Bedingungen des  Wohnens zu sorgen, die dies garantieren können.","601",0
"Wir werden alles unternehmen, die jungen Familien sowie den ländlichen  raum in Südtirol zu stärken und Rahmenbedingungen für Arbeit, Wohnung  und Familie zu schaffen.","601",0
"Das bedeutet jedoch keineswegs, dass die Interessen der Zentren und Städte hintangestellt werden: Wir setzen konkrete  Maßnahmen, um auch in wachsenden Ballungszentren eine hohe Lebens-qualität sicherzustellen.","601",0
"»Die zunehmende Globalisierung  und damit Anonymisierung führt zwangsläufig zu Verunsicherung«",NA,0
"Lebensraum",NA,0
"Südtirols Kapital ist eine einzigartige Natur- und Kulturlandschaft, die für  uns alle auch Lebens- und Wirtschaftsraum ist.","601",0
"Gerade diesem Ausgleich  müssen wir gerecht werden: In unserer modernen Gesellschaft, in der viele  Ressourcen immer knapper werden, geht es ganz wesentlich um die Sicherung und Schaffung von Arbeitsplätzen,","701",0
"aber auch um die Erhaltung unserer  großartigen Natur.","501",0
"Gerade in einem Tourismusland ist das kein Widerspruch.","412",0
"Wir wollen eine maßvolle und umsichtige ökonomische Weiterentwicklung  zulassen.","412",0
"In der Energiepolitik muss die Nutzung regenerativer Energiequellen weiter vorangetrieben werden, allerdings immer im Einklang mit Landschaft und Natur.","412",0
"Mit dem zur Verfügung stehenden Grund und Boden müssen wir verantwortungsvoll umgehen: Im Vordergrund steht für uns die Aufwertung bestehender Bausubstanz, während eine kontinuierliche Neuausweisung von Flächen langfristig nicht mehr möglich sein wird – eine Tatsache, für die wir auch verstärkt Bewusstsein schaffen müssen.","501",0
"Dem Ausverkauf der Heimat muss noch stärker Einhalt geboten werden.","601",0
"»I fajarun döt le poscibl por  sostegnì nostes families jones y i raiuns da munt«",NA,0
"Kultur und Vielfalt",NA,0
"Die Sicherung der deutschen und ladinischen Sprache und Kultur war und ist der Kern der Autonomiebemühungen und wird weiterhin unser zentrales Anliegen sein.","301",0
"Es ist die Grundlage unserer Identität und schafft – unabhängig von unserer Staatszugehörigkeit – ein Gefühl von Heimat und  Vertrautheit.","601",0
"Das gilt für alle drei hier lebenden Sprachgruppen.","601",0
"Es ist eine  große historische Leistung, dass es im harten ringen gelungen ist, dem Miteinander ein solides Fundament zu geben und in der Folge die kulturelle Vielfalt als reichtum zu begreifen.","601",0
"Es ist unsere Aufgabe und Verpflichtung, die erreichten Erfolge für die nachkommende Generation abzusichern und zugleich Austausch und Begegnungen zu fördern, um Hürden im Zusammenleben abzubauen.","606",0
"Vereine und Tradition",NA,0
"Über 5.000 Vereine in Südtirol füllen unsere Heimat mit Leben: Sie schaffen  Vielfalt und sie leben beispielhaft Solidarität, pflegen Traditionen und geben  sie an die nächsten Generationen weiter.","601",0
"Damit leisten sie wertvollste Arbeit für unsere Gemeinschaft und bieten der Jugend orientierung und  Perspektiven.","601",0
"Traditionen sind dabei nichts Starres oder Unveränderbares,  sondern veranlassen uns auch immer wieder zum kritischen Hinterfragen.","604",0
"Bewahren, was gut ist, aber auch offen sein für Neues – das ist der Weg, den wir in Südtirol gehen wollen.","0",0
"Tirol",NA,0
"Südtirol ist ein Teil des Tiroler Lebens- und Kulturraums.","0",0
"Die Zusammenarbeit zwischen den Tiroler Landesteilen ist und bleibt daher ein Herzensanliegen.","0",0
"Wir verstehen darunter aber keineswegs die Schaffung von neuen Grenzen auf dem Papier oder in den Köpfen, sondern die Begegnung zwischen den Menschen.","606",0
"Initiativen zur Kooperation und zum Austausch sollen im Rahmen der Europaregion weiter gefördert werden.","606",0
"Dabei sollen insbesondere Gemeinden, Vereine, Verbände und Organisationen intensiv  eingebunden werden.","606",0
"Die Menschen müssen ganz konkret in ihrem persönlichen Lebensumfeld spüren, dass die Europaregion endlich Formen annimmt und gelebt wird.","606",0
"Tradition und Moderne",NA,0
"Die Wertschätzung und Achtung unserer Heimat darf nicht mit einem starren Festklammern an überholten Positionen verwechselt werden.","305",0
"Darum  geht  es uns  als  Südtiroler  Volkspartei:  um die  richtige Balance  zwischen Kontinuität und Erneuerung, zwischen „Gutem bewahren“ und  „Neuem wagen“.","305",0
"In einer Zeit rasanter Veränderungen und Umwälzungen sind unsere Werte eine wichtige Basis, um auch mutig den Weg in die Zukunft zu gehen.","603",0
"Wir wollen einen lebendigen, intensiven und auch organisierten Austausch mit allen über unsere Heimat führen und sie dynamisch  weiterentwickeln.","601",0
"Mit unserer Heimat im Herzen, aber mit klarer orientierung an den Herausforderungen der Gegenwart und der Zukunft, wollen wir Südtirol gestalten.","601",0
"CHANCEN CHANCES",NA,0
"…Südtirols Chancen nutzen … Anuzé les canches che Südtirol pîta","601",0
"Südtirol hat viele Stärken.","601",0
"Aber auch viele Chancen, die noch zu wenig genutzt sind.","601",0
"Ganz im Sinne unseres Leitgedankens „Gutes bewahren. Neues wagen.“ wollen wir auf diese Stärken setzen, auf unsere Werte und Traditionen bauen und die Chancen für die Zukunft nutzen.","601",0
"Jede Südtirolerin und jeder Südtiroler muss die Möglichkeit zu einem erfüllten Leben in unserer Heimat haben.","201",0
"Dazu gehören gleichwertige Chancen im Zugang zu Arbeit und Bildung, die aktive Mitsprache bei der Entwicklung des Landes, mehr Freiraum für Eigeninitiativen und die  Übernahme von mehr Verantwortung für sich selbst, aber auch für andere, die unsere Unterstützung brauchen.","201",0
"Südtirol nes pîta tröpes poscibilitês te ćiamps desvalîs. I orun tó les ocajiuns che ne vëgn nia ćiamò anuzades por promöie l’inovaziun y ti jì  insciö pormez al nü.",NA,0
"Der Jugend Chancen bieten",NA,0
"Den Kindern und Jugendlichen gehört die Zukunft.","0",0
"Die Politik hat nur dann  gute Arbeit geleistet, wenn sie es der nächsten Generation ermöglicht, ihre Chancen in Südtirol wahrzunehmen und ihr Leben auf der Basis einer guten Bildung und Ausbildung, mit sicheren Arbeitsplätzen und in einer intakten Umwelt zu gestalten.","606",0
"»Die Herstellung von Chancengleichheit muss eines unserer wichtigsten politischen Vorhaben sein«",NA,0
"Im Bildungsbereich gilt es die Mehrsprachigkeit als Vorteil und Chance zu begreifen, indem wir die Sprachkompetenzen unserer Kinder stärken.","506",0
"Im dualen Ausbildungssystem müssen neue Schwerpunkte gesetzt werden: Mit einer Aufwertung des Handwerks und einer Berufsmatura für Lehrlinge  beispielsweise können wir den Jugendlichen noch bessere Ausbildungsangebote bieten und neue Arbeits- und Lebensperspektiven ermöglichen.","506",0
"Es gilt den Jugendlichen über Betriebspraktika den Einstieg in die Berufswelt zu erleichtern.","506",0
"Unsere Entscheidungen von heute betreffen das Leben unserer Kinder von morgen.","506",0
"Eine „generationenverträgliche Politik“ bedeutet  deshalb, dass wir diese Entscheidungen vorher auf ihre Nachhaltigkeit prüfen.","606",0
"Vor allem aber ist wichtig, dass wir der Jugend auf Augenhöhe begegnen und sie noch stärker als bisher in unsere Politik einbinden und neue  Akzente, die sie einbringen, zulassen und fördern.","202",0
"Standort Südtirol stärken",NA,0
"Die wirtschaftliche Entwicklung Südtirols ist die Basis für Sicherheit und Lebensqualität.","410",0
"Wir  begreifen  die  kleinstrukturierte  Wirtschaft  unseres  Landes, in der Qualität und Tradition eine große rolle spielen, als wichtige  Chance für die Zukunft.","410",0
"In zunehmend globalisierten und austauschbaren  Märkten unterscheidet uns das von anderen und schafft Glaubwürdigkeit und Vertrauen.","410",0
"Gleichzeitig aber kommen auch einige Herausforderungen  auf uns zu.","410",0
"Wir dürfen nicht stehen bleiben, sondern müssen uns weiter-entwickeln und dynamische Unternehmen fördern, die mit neuen Ideen unsere Wirtschaft beleben.","410",0
"Es gilt lokale Nischenmärkte zu erschließen und  regionale Kreisläufe gezielt zu fördern.","410",0
